Date,Open,High,Low,Close,Adj Close,Volume
"Apr 3, 2017",216.51,216.69,214.74,216.08,187.13,2843700
"Mar 31, 2017",216.56,217.11,216.35,216.35,187.36,1331400
"Mar 30, 2017",216.17,217.13,215.98,216.87,187.81,2494800
"Mar 29, 2017",215.72,216.47,215.48,216.29,187.31,1748500
"Mar 28, 2017",214.16,216.46,214.05,215.97,187.03,3057200
"Mar 27, 2017",212.87,214.72,212.62,214.38,185.66,2082900
"Mar 24, 2017",215.14,215.77,213.88,214.73,185.96,2647600
"Mar 23, 2017",214.8,216.02,214.44,214.8,186.02,2436700
"Mar 22, 2017",0.998 Dividend,0.998 Dividend,0.998 Dividend,0.998 Dividend,0.998 Dividend,0.998 Dividend
"Mar 22, 2017",214.58,215.34,213.95,215.02,186.21,2600300
"Mar 21, 2017",219,219.13,215.41,215.58,185.83,3468700
"Mar 20, 2017",218.59,218.89,217.98,218.37,188.24,1035900
"Mar 17, 2017",219.3,219.44,218.56,218.56,188.4,1588500
"Mar 16, 2017",219.61,219.65,218.65,219,188.78,1710900
"Mar 15, 2017",218.13,219.85,217.87,219.37,189.1,3358800
"Mar 14, 2017",217.77,217.81,216.89,217.56,187.54,1428400
"Mar 13, 2017",218.18,218.41,217.86,218.3,188.18,1388100
"Mar 10, 2017",218.55,218.56,217.26,218.17,188.06,1819900
"Mar 9, 2017",217.33,217.84,216.46,217.41,187.41,1636200
"Mar 8, 2017",217.95,218.2,217.07,217.18,187.21,1784400
"Mar 7, 2017",217.98,218.33,217.42,217.64,187.61,1743200
"Mar 6, 2017",218.07,218.65,217.63,218.3,188.18,1530600
"Mar 3, 2017",218.7,219.09,218.31,218.98,188.76,1765900
"Mar 2, 2017",219.99,220.02,218.75,218.86,188.66,1657100
"Mar 1, 2017",218.9,220.66,218.87,220.15,189.77,3325500
"Feb 28, 2017",217.34,217.58,216.72,217.07,187.11,2181000
"Feb 27, 2017",217.32,217.9,217.02,217.71,187.67,1942200
"Feb 24, 2017",216.22,217.42,216.16,217.39,187.39,1637700
"Feb 23, 2017",217.54,217.54,216.3,217.13,187.17,1717200
"Feb 22, 2017",216.72,217.19,216.55,217.01,187.06,1471400
"Feb 21, 2017",216.32,217.32,216.25,217.11,187.15,1893000
"Feb 17, 2017",214.84,215.84,214.79,215.84,186.05,1452600
"Feb 16, 2017",215.74,215.9,214.73,215.51,185.77,1920100
"Feb 15, 2017",214.34,215.89,214.31,215.68,185.92,2050200
"Feb 14, 2017",213.55,214.59,213.16,214.59,184.98,2528100
"Feb 13, 2017",213.11,214,213.07,213.7,184.21,1756300
"Feb 10, 2017",212.13,212.8,212.01,212.57,183.24,1412400
"Feb 9, 2017",210.52,212.04,210.52,211.72,182.5,1237100
"Feb 8, 2017",210.25,210.61,209.63,210.52,181.47,1096100
"Feb 7, 2017",210.65,210.84,209.99,210.25,181.24,1194600
"Feb 6, 2017",210.12,210.54,209.84,210.2,181.19,1345500
"Feb 3, 2017",210.08,210.73,209.77,210.64,181.57,4264400
"Feb 2, 2017",208.59,209.4,208.23,209.09,180.24,1661300
"Feb 1, 2017",209.62,209.86,208.37,209,180.16,2698800
"Jan 31, 2017",208.34,208.97,207.79,208.97,180.13,3787100
"Jan 30, 2017",209.48,209.52,207.88,208.98,180.14,2782300
"Jan 27, 2017",210.65,210.76,210.03,210.25,181.24,1428200
"Jan 26, 2017",210.65,210.9,210.25,210.55,181.49,2485100
"Jan 25, 2017",209.98,210.77,209.79,210.71,181.63,2873000
"Jan 24, 2017",207.86,209.4,207.75,208.97,180.13,1940100
"Jan 23, 2017",207.84,208.21,206.83,207.65,178.99,4586600
"Jan 20, 2017",208.14,208.7,207.56,208.13,179.41,2082500
"Jan 19, 2017",208.27,208.43,206.97,207.46,178.83,1666900
